,Country,Social TF Programs,Wealth-ranking,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
277,Nicaragua,1,3,2010,5.68669939,8.436369896,0.86315155,64.69999695,0.791773319,0.017902365,0.801728904,0.749126315,0.268023372,0.403349727,Central America and Caribbean,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6,0,1,72.4
278,Nicaragua,1,3,2011,5.385705471,8.484152794,0.800305128,64.80000305,0.778591037,-0.0199768,0.760242522,0.747022092,0.309018821,0.539968431,Central America and Caribbean,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7
279,Nicaragua,1,3,2012,5.448006153,8.533713341,0.894054413,64.90000153,0.850304902,0.016722474,0.643578768,0.761726439,0.254660487,0.573395669,Central America and Caribbean,18.7,22,154.948,3.6,98,83,26.9,99,98,0.11,1851,5.98,1.8,1.7,6.3,0,1,73
280,Nicaragua,1,3,2013,5.772274971,8.568533897,0.868216038,65,0.859149039,0.038711965,0.636246741,0.799891829,0.270609558,0.609894693,Central America and Caribbean,18,21.1,152.7925,3.55,98,83,27,99,98,0.11,1916,6.06,1.8,1.7,6.4,0,1,73.2
751,Niger,0,3,2008,4.235657215,6.918079853,0.60663867,51.02000046,0.648728073,-0.053767972,0.748752594,0.689175248,0.19388248,0.495378584,Africa,67.9,139.3,273.319,0.11,72,64,21.4,68,67,0.14,432,15.25,11.2,11,1.4,0,1,55.8
281,Niger,0,3,2009,4.267169952,6.899418831,0.771265149,51.45999908,0.880042136,-0.00760808,0.483152986,0.714190245,0.115248479,0.584044814,Africa,64.8,130.3,270.291,0.1,71,64,21.5,71,71,0.12,424,15.84,11,1.8,1.4,0,1,56.6
282,Niger,1,3,2010,4.101016045,6.943277359,0.654964983,51.90000153,0.817219734,-0.02218822,0.528980315,0.71503073,0.125837803,0.779490769,Africa,61.9,121.9,267.262,0.11,70,64,21.5,75,70,0.08,443,16.46,1.7,1.6,1.4,0,1,57.3
283,Niger,1,3,2011,4.555829525,6.927817345,0.817660689,52.34000015,0.779515266,-0.054488208,0.549093366,0.709998012,0.166154444,0.7923069,Africa,59.3,114.5,264.2335,0.13,75,64,21.6,40,75,0.08,437,17.11,1.5,1.3,1.5,0,1,58.1
284,Niger,1,3,2012,3.798088312,6.989118099,0.700107574,52.77999878,0.734430909,-0.062656403,0.777340889,0.582121611,0.141553044,0.534528375,Africa,57,108.2,261.2055,0.15,71,64,21.6,71,71,0.07,464,17.8,1.3,1.1,1.6,0,1,58.8
285,Niger,1,3,2013,3.716329813,7.001832008,0.695813596,53.22000122,0.825387061,-0.076423906,0.710963428,0.639400542,0.208130196,0.641753078,Africa,55,102.7,257.1655,0.09,67,64,21.7,62,67,0.07,470,18.5,1,9.9,1.7,0,1,59.5
882,Senegal,0,3,2008,4.683499813,7.930427551,0.756298721,56.09999847,0.61187619,-0.031241652,0.879247844,0.6688627,0.252161235,0.286527872,Africa,46.1,74.3,223.3005,0.36,88,33,22.7,87,88,0.26,1143,12,1.8,1.7,2.4,0,1,62.9
331,Senegal,0,3,2009,4.335114002,7.930426598,0.810355306,56.40000153,0.556838155,-0.037648786,0.918035448,0.708374262,0.227579623,0.261134237,Africa,44.1,69.8,217.6005,0.31,86,33,22.7,83,86,0.22,1143,12.34,1.6,1.5,2.4,0,1,63.6
332,Senegal,0,3,2010,4.372156143,7.936342239,0.76029408,56.70000076,0.777262628,-0.078549474,0.850534856,0.669947743,0.142737702,0.285449982,Africa,42.4,65.7,211.9,0.18,89,33,22.7,76,89,0.19,1150,12.68,1.4,1.3,2.4,0,1,64.3
333,Senegal,1,3,2011,3.834201574,7.921926975,0.602409363,57,0.6408903,-0.161634251,0.869893968,0.696441174,0.180026993,0.304639816,Africa,40.7,62.1,206.2,0.21,92,33,22.8,89,92,0.16,1133,13.03,1.2,1.1,2.4,0,1,64.9
334,Senegal,1,3,2012,3.668736935,7.933320522,0.711077392,57.29999924,0.668252289,-0.036015432,0.851879895,0.721606612,0.213602841,0.645107508,Africa,39.2,58.7,200.5,0.19,91,33,22.8,83,91,0.14,1146,13.4,1,9.9,2.6,0,1,65.4
335,Senegal,1,3,2013,3.647367001,7.929166794,0.822957873,57.59999847,0.635539532,-0.052006315,0.836612225,0.694229305,0.165078521,0.614916325,Africa,37.6,55.4,197.0095,0.19,92,33,22.9,89,92,0.12,1141,13.78,9.9,9.7,2.8,0,1,65.9
973,Tajikistan,0,3,2008,5.063986778,7.720915318,0.700900733,60.70000076,0.815954745,0.013926424,0.723376989,0.487898767,0.16043596,0.879889667,Asia,39.7,46.3,149.14,0.56,86,87,25,87,86,0.13,739,7.21,3.8,3.8,11,0,1,67.9
